User_ID,Country,Continent,Age,Gender,Daily_Screen_Time_Hours,Social_Media_Usage_Hours,App_Notifications_Received,Screen_Unlocks_Per_Day,Sleep_Hours,Sleep_Quality,Stress_Level,Productivity_Score,IFA,Frecuencia_Desbloqueo
U00243,India,Asia,57,Female,7.9,1.6,260,161,6.6,Good,7,25,40.192011048335836,Siempre
U00246,Brazil,South America,15,Other,6.1,1.2,361,33,6.7,Good,3,51,21.510799200158583,Rara vez
U00251,Pakistan,Asia,44,Male,4.9,1.1,331,142,7.3,Poor,2,56,24.317938688273546,Siempre
U00257,Canada,North America,41,Male,2.5,1.6,475,103,9.2,Good,5,84,11.61097724785343,Frecuentemente
U00261,Japan,Asia,62,Female,3.8,3.2,237,63,6.5,Average,3,82,15.803755716766752,Rara vez
U00269,USA,North America,17,Male,7.8,1.5,452,151,8.1,Poor,3,51,39.18626806260095,Siempre
U00272,India,Asia,17,Female,9.5,0.6,175,30,7.0,Average,2,28,32.62287844260889,Rara vez
U00273,India,Asia,43,Other,8.2,2.7,99,120,10.5,Poor,5,25,39.325482473893274,Frecuentemente
U00275,USA,North America,26,Other,4.1,2.1,361,63,9.4,Good,4,83,17.05142064177465,Rara vez
U00277,USA,North America,45,Other,5.8,2.1,421,76,5.2,Average,7,71,25.194071446751366,Frecuentemente
U00281,India,Asia,47,Other,4.9,2.0,107,64,6.8,Average,6,62,20.45449762248862,Rara vez
U00284,Pakistan,Asia,31,Female,8.2,0.7,485,174,6.4,Good,5,22,42.351244986172816,Siempre
U00293,Australia,Oceania,57,Male,6.4,3.5,203,97,8.4,Good,4,61,29.343791863491663,Frecuentemente
U00295,UK,Europe,18,Male,8.5,4.0,400,108,8.7,Poor,3,42,39.87645699894772,Frecuentemente
U00299,Germany,Europe,26,Other,6.5,3.9,287,87,7.3,Good,6,43,29.102689294108345,Frecuentemente
U00304,China,Asia,37,Male,3.1,2.3,475,186,5.0,Good,5,53,16.21643671224922,Siempre
U00308,UK,Europe,16,Female,4.6,3.9,395,74,4.0,Poor,5,83,19.860445322267026,Frecuentemente
U00318,China,Asia,37,Male,6.6,2.6,86,93,9.5,Good,5,57,29.985745562982025,Frecuentemente
U00320,Pakistan,Asia,65,Other,4.4,3.7,322,114,4.1,Poor,4,74,20.877701364798302,Frecuentemente
U00324,Australia,Oceania,58,Other,6.8,3.9,214,161,8.8,Good,3,21,34.595655079580204,Siempre
U00328,USA,North America,56,Other,2.6,4.2,450,143,6.3,Poor,1,86,12.921514578897602,Siempre
U00333,Japan,Asia,52,Female,6.9,2.8,297,110,7.3,Average,2,46,32.495758389055105,Frecuentemente
U00335,China,Asia,21,Female,7.3,0.6,288,144,6.0,Average,8,22,36.33015631967019,Siempre
U00346,India,Asia,24,Male,9.7,2.6,235,155,6.3,Poor,5,4,48.98360327032051,Siempre
U00349,USA,North America,24,Female,6.5,0.9,187,52,8.6,Poor,3,62,25.806897438088793,Rara vez
U00352,Pakistan,Asia,27,Male,9.0,0.6,261,63,7.9,Average,6,23,37.42994775023704,Rara vez
U00355,Brazil,South America,19,Male,8.4,3.7,189,143,5.4,Poor,3,43,41.74643171643841,Siempre
U00366,India,Asia,48,Other,3.7,0.6,229,128,5.0,Good,1,77,17.98130589613819,Frecuentemente
U00371,China,Asia,20,Other,5.2,1.3,169,93,7.5,Poor,5,49,23.62513286780402,Frecuentemente
U00373,USA,North America,16,Other,6.4,3.0,390,65,6.5,Good,4,56,26.81379034896912,Rara vez
U00390,Australia,Oceania,42,Male,4.3,3.9,53,138,7.1,Average,7,63,21.218237912461973,Frecuentemente
U00398,China,Asia,49,Other,1.6,2.5,488,193,6.2,Average,3,91,8.428573054501326,Siempre
U00401,UK,Europe,63,Female,8.0,1.5,436,97,9.1,Average,3,40,36.67973982936458,Frecuentemente
U00421,Australia,Oceania,56,Female,6.9,2.5,164,162,8.3,Poor,5,49,35.146876385566664,Siempre
U00426,Pakistan,Asia,62,Other,2.3,3.5,126,199,6.4,Average,7,78,12.186129943060482,Siempre
U00429,Germany,Europe,65,Male,6.6,4.1,137,196,10.1,Poor,2,59,34.86914460967072,Siempre
U00430,China,Asia,32,Other,7.6,1.5,418,85,7.6,Average,3,33,33.853039451526655,Frecuentemente
U00435,Brazil,South America,65,Male,5.5,1.8,328,84,8.9,Poor,3,57,24.434581910696743,Frecuentemente
U00437,Brazil,South America,33,Female,4.5,3.7,346,66,6.3,Average,3,55,18.921116787259347,Rara vez
U00439,USA,North America,25,Male,4.9,2.4,386,96,8.3,Average,1,51,22.416083794666577,Frecuentemente
U00440,Germany,Europe,22,Male,8.7,1.8,472,73,6.5,Poor,4,46,37.44536631087628,Frecuentemente
U00441,Australia,Oceania,25,Other,11.1,1.3,387,168,3.6,Average,6,5,56.941875735646114,Siempre
U00442,Australia,Oceania,55,Male,3.3,1.4,428,56,3.7,Good,3,75,13.342069183854015,Rara vez
U00444,Canada,North America,30,Female,4.5,1.8,495,88,8.3,Average,3,70,20.19886366379463,Frecuentemente
U00451,Germany,Europe,60,Other,5.0,1.1,388,40,8.3,Good,2,34,18.56786033352154,Rara vez
U00453,USA,North America,22,Other,8.2,1.9,460,69,7.0,Average,4,33,34.83766098480474,Rara vez
U00454,Germany,Europe,39,Male,3.5,2.3,211,167,8.4,Good,8,88,17.933873927911407,Siempre
U00458,Japan,Asia,28,Male,4.5,3.8,321,97,7.6,Average,7,46,20.632353654017574,Frecuentemente
U00462,Brazil,South America,38,Other,0.3,3.4,426,90,9.0,Poor,6,80,1.3532578519550549,Frecuentemente
U00468,Australia,Oceania,28,Male,4.5,2.4,60,196,6.1,Average,4,51,23.774416779320948,Siempre
U00483,Canada,North America,43,Female,7.3,1.0,147,92,5.4,Good,7,43,33.08797630001877,Frecuentemente
U00486,Brazil,South America,15,Other,7.1,3.1,159,76,8.3,Good,4,49,30.841018495161155,Frecuentemente
U00495,Japan,Asia,33,Male,6.4,1.7,169,167,6.6,Good,3,59,32.793369468180856,Siempre
U00498,Japan,Asia,53,Male,6.5,2.9,94,48,5.9,Average,3,50,25.296831937719073,Rara vez
U00501,Pakistan,Asia,30,Other,6.1,4.0,108,43,8.4,Good,4,50,23.083556766901392,Rara vez
U00502,USA,North America,15,Female,9.8,0.7,115,147,5.7,Poor,3,12,48.97268028288833,Siempre
U00512,Germany,Europe,19,Other,5.3,2.9,169,110,8.1,Good,4,46,24.96051006695537,Frecuentemente
U00522,India,Asia,48,Other,4.2,1.7,289,167,8.2,Poor,5,53,21.52064871349369,Siempre
U00524,India,Asia,41,Female,7.0,2.6,125,162,6.7,Poor,2,35,35.65625140564734,Siempre
U00527,UK,Europe,42,Female,3.6,1.3,171,127,8.5,Average,3,72,17.46730895011062,Frecuentemente
U00533,Pakistan,Asia,18,Female,9.1,3.3,69,138,8.9,Average,3,35,44.90371279148929,Frecuentemente
U00537,Brazil,South America,52,Female,9.2,3.0,474,77,7.2,Average,7,23,40.08172120554424,Frecuentemente
U00547,UK,Europe,47,Female,1.6,2.6,291,132,4.9,Poor,4,75,7.824558605154806,Frecuentemente
U00558,Canada,North America,55,Female,9.7,4.4,348,37,5.7,Good,9,26,35.284585749345936,Rara vez
U00570,USA,North America,42,Male,3.5,0.6,474,73,6.2,Average,2,92,15.064227826214596,Frecuentemente
U00579,Pakistan,Asia,48,Male,5.6,1.6,202,104,6.8,Good,5,52,26.062177960882128,Frecuentemente
U00589,India,Asia,49,Male,4.7,1.6,91,60,8.9,Good,4,65,19.321107161614563,Rara vez
U00591,Germany,Europe,20,Male,5.8,4.2,57,140,8.0,Average,3,78,28.702807364193376,Frecuentemente
U00593,Australia,Oceania,25,Male,5.8,0.6,359,137,8.2,Average,3,67,28.57807137391179,Frecuentemente
U00599,Germany,Europe,52,Other,5.0,1.3,305,105,8.8,Poor,7,68,23.317195470560335,Frecuentemente
U00601,Australia,Oceania,33,Other,7.1,0.9,182,102,7.6,Average,6,47,32.90657581643041,Frecuentemente
U00607,UK,Europe,18,Female,4.8,4.4,397,112,5.0,Poor,3,61,22.691461529819236,Frecuentemente
U00614,India,Asia,17,Other,7.6,0.9,294,57,9.0,Average,7,43,30.859366880152784,Rara vez
U00622,India,Asia,24,Female,1.9,1.8,301,104,7.1,Good,4,84,8.842524665299294,Frecuentemente
U00627,USA,North America,15,Female,9.2,1.5,403,136,6.9,Average,3,17,45.263824517618744,Frecuentemente
U00632,Australia,Oceania,56,Other,11.2,2.1,473,93,4.4,Good,6,22,50.88490156142404,Frecuentemente
U00634,China,Asia,26,Male,6.2,3.9,412,126,5.8,Average,3,45,30.033959936043267,Frecuentemente
U00636,Germany,Europe,26,Female,6.2,3.4,251,61,7.2,Good,3,41,25.58823318727957,Rara vez
U00643,India,Asia,34,Male,8.7,2.0,59,167,6.8,Poor,2,25,44.57848662080835,Siempre
U00645,Canada,North America,18,Male,8.6,4.1,282,101,8.8,Poor,2,44,39.77476619424473,Frecuentemente
U00646,Brazil,South America,37,Male,5.7,2.6,180,100,9.0,Poor,4,62,26.30618694599518,Frecuentemente
U00659,Canada,North America,20,Male,2.0,4.4,471,94,6.6,Average,5,78,9.107753783201082,Frecuentemente
U00663,Germany,Europe,60,Other,5.6,4.4,380,192,7.4,Good,4,61,29.471065057867357,Siempre
U00681,UK,Europe,49,Female,6.2,2.6,304,142,7.0,Good,10,37,30.769636707611426,Siempre
U00708,Pakistan,Asia,53,Other,5.9,4.2,304,46,8.8,Good,4,61,22.715870850089345,Rara vez
U00710,Pakistan,Asia,21,Other,10.7,3.8,223,121,4.9,Poor,4,2,51.40302517864584,Frecuentemente
U00713,UK,Europe,45,Female,6.8,1.7,175,67,6.7,Poor,4,44,28.692652395197527,Rara vez
U00728,USA,North America,24,Male,2.6,0.7,410,132,8.2,Good,8,83,12.71490773337656,Frecuentemente
U00736,UK,Europe,63,Other,6.4,4.3,359,193,9.4,Poor,2,57,33.714292218005305,Siempre
U00739,Australia,Oceania,24,Female,3.0,1.0,153,198,8.7,Poor,4,76,15.879914474173477,Siempre
U00743,Japan,Asia,47,Male,9.1,4.4,485,142,7.6,Poor,8,32,45.16188613536515,Siempre
U00751,UK,Europe,50,Male,3.1,3.6,67,49,5.6,Good,7,80,12.127271316827253,Rara vez
U00753,China,Asia,32,Female,7.1,2.4,118,84,4.5,Poor,3,31,31.542823921081247,Frecuentemente
U00755,USA,North America,30,Female,2.1,1.0,293,111,9.2,Average,6,75,9.908847629719698,Frecuentemente
U00758,Pakistan,Asia,17,Other,4.5,3.9,201,180,5.9,Average,5,53,23.393236640696216,Siempre
U00766,Australia,Oceania,38,Other,4.9,0.5,215,176,8.0,Good,6,56,25.363133689611765,Siempre
U00768,Brazil,South America,53,Other,6.2,3.2,362,170,6.6,Good,5,53,31.878314050316494,Siempre
U00769,Japan,Asia,50,Other,7.7,2.0,178,30,5.8,Good,4,32,26.441701474535627,Rara vez
U00773,Japan,Asia,41,Female,6.5,1.5,404,128,9.4,Poor,5,58,31.588780628350868,Frecuentemente
U00776,Brazil,South America,53,Male,6.4,0.7,56,132,5.0,Average,8,60,31.298234420619224,Frecuentemente
U00777,Australia,Oceania,44,Other,3.6,3.5,140,175,7.7,Poor,5,69,18.613742382137346,Siempre
U00778,China,Asia,31,Male,3.4,1.6,452,60,6.5,Average,5,67,13.976971138189258,Rara vez
U00786,Australia,Oceania,59,Other,5.8,2.7,261,58,9.2,Poor,3,51,23.649717174653173,Rara vez
U00790,Germany,Europe,26,Female,6.0,2.5,494,119,7.4,Good,5,48,28.724950456692277,Frecuentemente
U00797,India,Asia,17,Other,5.1,2.6,375,145,8.6,Poor,2,62,25.416393770712514,Siempre
U00799,Brazil,South America,36,Female,6.3,1.2,388,116,8.5,Average,1,47,30.001695789225863,Frecuentemente
U00802,UK,Europe,44,Other,5.1,1.4,308,32,6.6,Average,5,61,17.832188563479047,Rara vez
U00803,Canada,North America,61,Female,4.3,3.6,373,200,6.4,Poor,6,86,22.804211104654026,Siempre
U00804,Brazil,South America,19,Male,6.8,3.7,103,36,6.5,Average,5,33,24.554241805980723,Rara vez
U00806,China,Asia,36,Other,5.7,2.9,363,163,5.8,Good,4,51,29.069238638597934,Siempre
U00813,Pakistan,Asia,63,Female,5.1,2.1,255,107,6.2,Good,6,61,23.87886925833352,Frecuentemente
U00815,Germany,Europe,32,Female,8.4,3.5,263,169,5.8,Good,7,24,43.1407068712222,Siempre
U00816,Australia,Oceania,38,Female,4.6,2.6,298,82,9.7,Poor,8,69,20.32666679586435,Frecuentemente
U00818,Japan,Asia,63,Male,5.5,4.1,100,120,7.2,Poor,3,57,26.376848000782076,Frecuentemente
U00824,Germany,Europe,34,Male,4.5,1.6,466,82,5.3,Poor,10,59,19.88478273508469,Frecuentemente
U00830,China,Asia,59,Male,4.3,4.0,72,154,6.6,Good,7,65,21.68672800275276,Siempre
U00834,Brazil,South America,58,Female,3.0,4.4,334,158,8.3,Poor,8,69,15.206712606660695,Siempre
U00837,Australia,Oceania,41,Male,5.7,2.8,488,133,7.8,Poor,4,50,27.917686859720195,Frecuentemente
U00838,Australia,Oceania,48,Other,8.1,2.7,336,176,7.3,Average,5,38,41.92681283384801,Siempre
U00839,Brazil,South America,42,Other,6.2,3.0,172,110,6.6,Average,1,66,29.199087248136472,Frecuentemente
U00842,UK,Europe,16,Female,4.5,1.4,211,179,6.2,Poor,8,62,23.368305829005948,Siempre
U00844,Brazil,South America,36,Other,7.4,4.3,363,123,10.9,Average,5,20,35.67008358547728,Frecuentemente
U00848,Australia,Oceania,58,Other,7.4,1.7,375,127,5.7,Good,4,55,35.90502395300517,Frecuentemente
U00849,Brazil,South America,16,Male,6.2,4.5,228,96,5.9,Average,7,52,28.363208066720976,Frecuentemente
U00858,Germany,Europe,20,Female,6.5,2.5,385,109,6.9,Good,3,38,30.55312237765071,Frecuentemente
U00883,Pakistan,Asia,41,Female,5.3,2.7,464,115,7.4,Average,3,51,25.194028012863733,Frecuentemente
U00885,China,Asia,15,Female,4.3,1.5,186,182,8.0,Average,4,61,22.40079045721811,Siempre
U00891,USA,North America,44,Other,4.5,3.3,389,102,6.2,Poor,2,61,20.856280447033363,Frecuentemente
U00903,Pakistan,Asia,52,Male,2.4,4.1,86,182,8.5,Poor,7,77,12.502766766819411,Siempre
U00908,Australia,Oceania,23,Male,2.8,1.2,56,127,7.6,Good,5,89,13.585684738974926,Frecuentemente
U00911,USA,North America,24,Male,7.8,3.5,258,190,7.5,Good,2,34,40.967732738763715,Siempre
U00914,Australia,Oceania,39,Male,8.7,3.4,181,62,6.9,Good,5,24,36.04527211960633,Rara vez
U00916,Pakistan,Asia,38,Other,5.5,1.3,233,198,7.0,Average,5,50,29.113176535984707,Siempre
U00917,Australia,Oceania,53,Female,5.6,0.7,190,157,8.7,Poor,4,57,28.350532184951014,Siempre
U00924,USA,North America,60,Other,5.9,3.5,109,109,5.8,Poor,5,59,27.732834158175258,Frecuentemente
U00937,India,Asia,58,Other,3.4,1.1,143,87,5.2,Poor,5,76,15.222945169225904,Frecuentemente
U00945,UK,Europe,28,Female,7.1,1.0,141,131,8.6,Average,3,33,34.66789365036323,Frecuentemente
U00948,Germany,Europe,61,Male,6.4,1.0,415,198,8.4,Average,4,62,33.877150878236755,Siempre
U00950,Pakistan,Asia,62,Other,9.0,1.6,425,190,2.5,Good,6,35,47.27046085241967,Siempre
U00952,Canada,North America,56,Female,7.7,2.5,57,38,6.2,Good,4,21,28.209424675198278,Rara vez
U00953,UK,Europe,54,Other,4.0,3.0,275,178,6.6,Poor,8,68,20.74954322336302,Siempre
U00954,Canada,North America,16,Other,5.0,1.4,220,194,5.5,Poor,3,47,26.364997792818734,Siempre
U00956,Australia,Oceania,58,Other,5.6,2.0,75,58,5.5,Average,4,42,22.83420968587203,Rara vez
U00957,Germany,Europe,28,Female,3.9,2.2,309,158,10.7,Good,6,66,19.7687263886589,Siempre
U00960,UK,Europe,55,Female,5.9,1.0,390,136,8.1,Good,4,42,29.02788746238594,Frecuentemente
U00966,Australia,Oceania,56,Female,9.8,1.6,79,140,7.2,Poor,6,11,48.49784692570606,Frecuentemente
U00970,UK,Europe,61,Female,5.8,3.2,89,89,6.5,Poor,4,46,26.098896087915538,Frecuentemente
U00971,China,Asia,52,Male,7.3,2.9,374,60,5.1,Good,1,31,30.009379208465173,Rara vez
U00972,China,Asia,32,Male,5.7,3.6,228,188,5.9,Good,2,56,29.877957985839963,Siempre
U00973,Japan,Asia,35,Male,5.0,1.3,362,64,7.1,Good,9,63,20.871936349478183,Rara vez
U00976,Brazil,South America,19,Other,4.3,1.8,157,131,8.6,Average,5,65,20.99604826712139,Frecuentemente
U00979,Pakistan,Asia,34,Male,5.2,4.2,67,103,5.6,Good,5,46,24.15083267553514,Frecuentemente
U00981,Canada,North America,50,Male,4.8,3.2,68,115,7.8,Average,6,73,22.817232917310548,Frecuentemente
U00983,Germany,Europe,19,Female,7.3,3.3,450,185,7.5,Poor,7,36,38.14795071810637,Siempre
U00984,Brazil,South America,25,Female,4.8,2.9,241,102,5.0,Poor,3,63,22.24669914350225,Frecuentemente
U00991,India,Asia,51,Male,8.1,2.4,412,62,8.2,Good,4,24,33.55939128377141,Rara vez
U00998,UK,Europe,43,Female,10.6,2.6,264,165,5.9,Good,7,11,54.187070556579364,Siempre
U00999,Germany,Europe,60,Male,7.9,2.2,461,32,5.1,Good,9,45,27.622409735585194,Rara vez
U01005,Brazil,South America,29,Male,5.3,3.8,246,33,6.9,Poor,3,59,18.689710780465656,Rara vez
U01018,Australia,Oceania,59,Female,7.4,0.7,369,192,7.2,Good,2,26,38.943907397896155,Siempre
U01025,China,Asia,15,Other,3.9,1.5,293,147,7.4,Poor,5,52,19.489127867680047,Siempre
U01032,Brazil,South America,37,Male,6.3,3.9,235,160,9.4,Average,7,56,32.01284749940211,Siempre
U01044,Germany,Europe,25,Other,9.2,1.9,332,101,5.5,Poor,4,27,42.54974988221529,Frecuentemente
U01046,Japan,Asia,64,Other,6.3,1.7,162,119,4.8,Good,5,38,30.16119797952689,Frecuentemente
U01054,Pakistan,Asia,22,Other,8.7,4.0,81,157,7.6,Good,2,8,44.044576787334606,Siempre
U01058,Germany,Europe,43,Female,7.6,1.4,265,108,5.3,Poor,6,30,35.65424390494149,Frecuentemente
U01068,USA,North America,31,Female,2.3,0.7,347,177,8.2,Good,3,71,11.918102165671794,Siempre
U01072,Australia,Oceania,39,Male,3.5,0.6,428,140,9.8,Poor,1,83,17.32065961632359,Frecuentemente
U01073,Pakistan,Asia,58,Male,4.8,3.6,464,154,11.6,Average,3,73,24.208440561212385,Siempre
U01079,Pakistan,Asia,29,Male,2.5,0.8,120,175,5.8,Poor,2,59,12.926209987595378,Siempre
U01103,Australia,Oceania,54,Female,6.9,2.0,116,101,8.4,Poor,3,52,31.912312411661468,Frecuentemente
U01104,UK,Europe,34,Male,3.8,2.9,64,50,8.6,Average,9,77,14.940937404352438,Rara vez
U01108,India,Asia,19,Female,6.1,4.4,394,171,6.3,Average,5,58,31.39971630856206,Siempre
U01109,Pakistan,Asia,31,Other,7.4,3.6,120,50,8.7,Poor,4,27,29.09550968216001,Rara vez
U01111,Australia,Oceania,26,Female,4.5,2.6,369,79,4.3,Average,7,63,19.719119856032464,Frecuentemente
U01113,Brazil,South America,54,Female,6.3,2.2,191,51,7.3,Good,7,55,24.89283542706299,Rara vez
U01117,Canada,North America,37,Male,4.1,2.8,405,99,5.9,Average,6,78,18.881197762551174,Frecuentemente
U01123,UK,Europe,42,Female,4.2,4.3,98,50,7.1,Average,5,46,16.51366765744217,Rara vez
U01129,USA,North America,29,Female,9.0,2.3,385,197,7.2,Average,5,28,47.594403276250816,Siempre
U01138,China,Asia,27,Male,9.6,3.0,378,139,9.7,Average,3,25,47.43976725704932,Frecuentemente
U01146,USA,North America,22,Female,10.3,4.4,493,37,5.5,Poor,7,10,37.46713744518178,Rara vez
U01151,Germany,Europe,51,Other,4.4,1.7,396,177,5.7,Poor,1,61,22.799847621285178,Siempre
U01169,UK,Europe,34,Male,7.0,1.8,259,128,7.4,Average,2,41,34.018686830531706,Frecuentemente
U01180,Canada,North America,15,Other,4.3,3.6,201,85,7.7,Poor,6,55,19.153693373890082,Frecuentemente
U01181,USA,North America,17,Other,4.1,3.6,190,30,4.1,Average,5,66,14.079347538389099,Rara vez
U01186,Australia,Oceania,48,Female,7.0,3.3,135,47,7.0,Average,6,39,27.098407076355237,Rara vez
U01189,Brazil,South America,43,Male,4.0,2.8,378,163,7.5,Good,7,63,20.399465711296795,Siempre
U01192,Germany,Europe,25,Male,9.7,2.7,128,175,10.3,Poor,4,14,50.15369475187006,Siempre
U01194,Pakistan,Asia,35,Other,6.2,3.6,289,169,9.8,Good,7,41,31.841950309711624,Siempre
U01195,Japan,Asia,39,Other,6.4,3.6,101,69,5.6,Average,5,50,27.1903695491159,Rara vez
U01201,USA,North America,23,Male,5.9,1.1,200,174,8.9,Good,5,36,30.472237246148737,Siempre
U01206,Pakistan,Asia,41,Other,6.5,3.9,99,142,6.8,Poor,5,32,32.25849009668939,Siempre
U01207,Japan,Asia,65,Female,1.9,0.7,218,185,7.1,Good,6,78,9.928918680055082,Siempre
U01212,UK,Europe,60,Other,8.0,4.0,454,34,9.3,Poor,6,41,28.442784491915308,Rara vez
U01216,UK,Europe,60,Other,8.1,1.0,468,127,5.1,Good,6,53,39.30144513774889,Frecuentemente
U01218,China,Asia,57,Male,5.4,3.5,328,67,7.2,Average,3,44,22.78534160795098,Rara vez
U01231,India,Asia,24,Other,5.8,2.0,66,182,8.1,Average,6,40,30.215019686480243,Siempre
U01234,USA,North America,53,Female,5.5,2.6,393,78,4.7,Poor,4,44,24.031963188568618,Frecuentemente
U01247,Canada,North America,44,Male,3.4,1.0,487,194,3.7,Average,5,75,17.92819849911674,Siempre
U01248,Pakistan,Asia,65,Other,9.4,1.1,262,117,7.8,Average,3,33,44.844435469977256,Frecuentemente
U01251,Canada,North America,25,Other,6.1,2.0,484,182,8.2,Poor,3,43,31.77786553233267,Siempre
U01254,Canada,North America,55,Male,4.9,4.1,460,54,8.4,Good,2,55,19.63593260763911,Rara vez
U01255,India,Asia,50,Other,2.6,3.9,493,169,7.5,Average,7,90,13.353075936330681,Siempre
U01264,UK,Europe,45,Male,5.7,2.6,210,164,4.2,Average,2,62,29.103889201233308,Siempre
U01265,UK,Europe,36,Female,3.9,4.0,264,168,6.9,Good,5,66,20.006604988199985,Siempre
U01266,Brazil,South America,52,Female,7.4,2.3,301,95,7.3,Average,5,31,33.77617661686199,Frecuentemente
U01267,Canada,North America,64,Other,8.7,3.2,492,78,8.6,Good,6,15,38.014196316463085,Frecuentemente
U01273,USA,North America,38,Male,4.5,1.0,221,155,6.8,Good,5,72,22.724352032622917,Siempre
U01276,Pakistan,Asia,21,Female,6.9,2.5,295,131,7.1,Poor,3,39,33.691333265845955,Frecuentemente
U01277,India,Asia,56,Other,3.2,1.6,357,104,6.1,Good,5,67,14.892673120504075,Frecuentemente
